Year,MG,Location,Planting,Yield,VE,R1,R4,R7,R8,Frost Risk month period,Frost Risk month, Frost Risk ratio month,Frost Risk stage period,Frost Risk stage,Frost risk ratio stage,Date of first frost,Comment
2009,3,Nashua,25-May,3041.2,2-Jun,28-Jul,22-Aug,NA,NA,91,27,0.297,51,2,0.039,10-Oct,R7
2010,3,Nashua,25-May,3950.8,30-May,18-Jul,11-Aug,NA,NA,91,32,0.352,55,2,0.036,3-Oct,R7
2011,3,Nashua,25-May,3183.8,2-Jun,20-Jul,12-Aug,NA,NA,91,27,0.297,36,1,0.028,15-Sep,R7
2012,3,Nashua,25-May,2159.9,31-May,17-Jul,11-Aug,NA,NA,91,32,0.352,46,2,0.043,24-Sep,R7
2013,3,Nashua,25-May,3530.7,3-Jun,21-Jul,20-Aug,NA,NA,91,36,0.396,63,2,0.032,20-Oct,R7
1980,3,Nashua,30-May,3449.9,5-Jun,21-Jul,14-Aug,NA,NA,91,33,0.363,46,1,0.022,27-Sep,R7
1981,3,Nashua,30-May,3228.0,5-Jun,21-Jul,16-Aug,NA,NA,91,29,0.319,49,1,0.020,2-Oct,R7
1982,3,Nashua,30-May,2711.6,8-Jun,26-Jul,19-Aug,NA,NA,91,28,0.308,60,1,0.017,16-Oct,R7
1983,3,Nashua,30-May,2506.2,8-Jun,22-Jul,13-Aug,NA,NA,91,24,0.264,43,1,0.023,23-Sep,R7
1984,3,Nashua,30-May,2520.8,5-Jun,23-Jul,15-Aug,NA,NA,91,34,0.374,45,1,0.022,27-Sep,R7
1985,3,Nashua,30-May,2647.4,7-Jun,26-Jul,21-Aug,NA,NA,91,30,0.330,43,1,0.023,1-Oct,R7
1986,3,Nashua,30-May,2825.2,5-Jun,21-Jul,16-Aug,NA,NA,91,33,0.363,53,1,0.019,6-Oct,R7
1987,3,Nashua,30-May,3665.0,4-Jun,19-Jul,11-Aug,NA,NA,91,38,0.418,55,1,0.018,3-Oct,R7
1988,3,Nashua,30-May,1709.9,3-Jun,19-Jul,12-Aug,NA,NA,91,42,0.462,56,2,0.036,5-Oct,R7
1989,3,Nashua,30-May,1499.9,5-Jun,24-Jul,16-Aug,NA,NA,91,38,0.418,40,2,0.050,23-Sep,R7
1990,3,Nashua,30-May,3316.4,8-Jun,23-Jul,19-Aug,NA,NA,91,32,0.352,54,2,0.037,10-Oct,R7
1991,3,Nashua,30-May,3334.3,3-Jun,18-Jul,15-Aug,NA,NA,91,36,0.396,37,2,0.054,19-Sep,R7
1992,3,Nashua,30-May,1899.3,5-Jun,29-Jul,28-Aug,NA,NA,91,33,0.363,35,1,0.029,30-Sep,R7
1993,3,Nashua,30-May,2490.5,10-Jun,26-Jul,20-Aug,NA,NA,91,38,0.418,45,1,0.022,2-Oct,R7
1994,3,Nashua,30-May,3343.3,5-Jun,23-Jul,21-Aug,NA,NA,91,23,0.253,52,2,0.038,10-Oct,R7
1995,3,Nashua,30-May,3082.6,5-Jun,23-Jul,14-Aug,NA,NA,91,40,0.440,41,2,0.049,22-Sep,R7
1996,3,Nashua,30-May,2955.4,9-Jun,25-Jul,20-Aug,NA,NA,91,33,0.363,47,1,0.021,4-Oct,R7
1997,3,Nashua,30-May,3289.9,5-Jun,23-Jul,18-Aug,NA,NA,91,36,0.396,59,2,0.034,14-Oct,R7
1998,3,Nashua,30-May,3730.9,11-Jun,24-Jul,18-Aug,NA,NA,91,21,0.231,59,1,0.017,14-Oct,R7
1999,3,Nashua,30-May,3192.4,5-Jun,22-Jul,15-Aug,NA,NA,91,26,0.286,51,1,0.020,4-Oct,R7
2000,3,Nashua,30-May,3384.9,6-Jun,25-Jul,17-Aug,NA,NA,91,29,0.319,53,2,0.038,7-Oct,R7
2001,3,Nashua,30-May,3254.2,10-Jun,23-Jul,14-Aug,NA,NA,91,18,0.198,55,2,0.036,6-Oct,R7
2002,3,Nashua,30-May,3822.0,5-Jun,19-Jul,12-Aug,NA,NA,91,42,0.462,45,1,0.022,24-Sep,R7
2003,3,Nashua,30-May,2138.7,8-Jun,25-Jul,18-Aug,NA,NA,91,32,0.352,44,2,0.045,29-Sep,R7
2004,3,Nashua,30-May,3037.0,6-Jun,26-Jul,26-Aug,NA,NA,91,25,0.275,40,1,0.025,3-Oct,R7
2005,3,Nashua,30-May,4152.3,5-Jun,19-Jul,12-Aug,NA,NA,91,29,0.319,59,2,0.034,8-Oct,R7
2006,3,Nashua,30-May,3206.6,4-Jun,22-Jul,14-Aug,NA,NA,91,38,0.418,61,2,0.033,12-Oct,R7
2007,3,Nashua,30-May,2897.6,5-Jun,23-Jul,15-Aug,NA,NA,91,32,0.352,33,1,0.030,15-Sep,R7
2008,3,Nashua,30-May,3473.0,6-Jun,23-Jul,17-Aug,NA,NA,91,28,0.308,63,1,0.016,17-Oct,R7
2009,3,Nashua,30-May,2896.7,7-Jun,30-Jul,24-Aug,NA,NA,91,27,0.297,49,2,0.041,10-Oct,R7
2010,3,Nashua,30-May,3720.9,4-Jun,21-Jul,13-Aug,NA,NA,91,32,0.352,53,2,0.038,3-Oct,R7
2011,3,Nashua,30-May,3020.2,4-Jun,21-Jul,13-Aug,NA,NA,91,27,0.297,35,1,0.029,15-Sep,R7
2012,3,Nashua,30-May,2170.7,7-Jun,20-Jul,13-Aug,NA,NA,91,32,0.352,44,2,0.045,24-Sep,R7
2013,3,Nashua,30-May,3379.8,8-Jun,22-Jul,22-Aug,NA,NA,91,36,0.396,61,2,0.033,20-Oct,R7
1980,4,Nashua,5-Apr,0.0,23-Apr,NA,NA,NA,NA,91,33,0.363,0,0,0.000,27-Sep,failure
1981,4,Nashua,5-Apr,0.0,27-Apr,NA,NA,NA,NA,91,29,0.319,0,0,0.000,2-Oct,failure
1982,4,Nashua,5-Apr,2999.2,2-May,23-Jul,19-Aug,NA,NA,91,28,0.308,60,1,0.017,16-Oct,R7
1983,4,Nashua,5-Apr,0.0,6-May,NA,NA,NA,NA,91,24,0.264,60,1,0.017,23-Sep,failure
1984,4,Nashua,5-Apr,2314.8,10-May,24-Jul,19-Aug,NA,NA,91,34,0.374,41,1,0.024,27-Sep,R7
1985,4,Nashua,5-Apr,2120.4,19-Apr,16-Jul,15-Aug,NA,NA,91,30,0.330,49,1,0.020,1-Oct,R7
1986,4,Nashua,5-Apr,2950.5,26-Apr,18-Jul,16-Aug,NA,NA,91,33,0.363,53,1,0.019,6-Oct,R7
1987,4,Nashua,5-Apr,4040.9,19-Apr,10-Jul,8-Aug,NA,NA,91,38,0.418,58,1,0.017,3-Oct,R7
1988,4,Nashua,5-Apr,1241.0,1-May,15-Jul,11-Aug,NA,NA,91,42,0.462,57,2,0.035,5-Oct,R7
1989,4,Nashua,5-Apr,0.0,26-Apr,NA,NA,NA,NA,91,38,0.418,57,2,0.035,23-Sep,failure
1990,4,Nashua,5-Apr,0.0,25-Apr,NA,NA,NA,NA,91,32,0.352,57,2,0.035,10-Oct,failure
1991,4,Nashua,5-Apr,3403.9,28-Apr,14-Jul,14-Aug,NA,NA,91,36,0.396,38,2,0.053,19-Sep,R7
1992,4,Nashua,5-Apr,0.0,2-May,NA,NA,NA,NA,91,33,0.363,38,2,0.053,30-Sep,failure
1993,4,Nashua,5-Apr,2203.2,6-May,27-Jul,23-Aug,NA,NA,91,38,0.418,42,1,0.024,2-Oct,R7
1994,4,Nashua,5-Apr,0.0,24-Apr,NA,NA,NA,NA,91,23,0.253,42,1,0.024,10-Oct,failure
1995,4,Nashua,5-Apr,3134.9,12-May,26-Jul,19-Aug,NA,NA,91,40,0.440,36,2,0.056,22-Sep,R7
1996,4,Nashua,5-Apr,2292.2,6-May,27-Jul,24-Aug,NA,NA,91,33,0.363,43,1,0.023,4-Oct,R7
1997,4,Nashua,5-Apr,0.0,7-May,NA,NA,NA,NA,91,36,0.396,43,1,0.023,14-Oct,failure
1998,4,Nashua,5-Apr,4011.2,25-Apr,18-Jul,16-Aug,NA,NA,91,21,0.231,61,1,0.016,14-Oct,R7
1999,4,Nashua,5-Apr,3147.8,3-May,22-Jul,18-Aug,NA,NA,91,26,0.286,48,1,0.021,4-Oct,R7
2000,4,Nashua,5-Apr,3199.0,28-Apr,22-Jul,18-Aug,NA,NA,91,29,0.319,52,2,0.038,7-Oct,R7
2001,4,Nashua,5-Apr,3277.2,25-Apr,20-Jul,15-Aug,NA,NA,91,18,0.198,54,2,0.037,6-Oct,R7
2002,4,Nashua,5-Apr,0.0,17-Apr,NA,NA,NA,NA,91,42,0.462,54,2,0.037,24-Sep,failure
2003,4,Nashua,5-Apr,2184.9,25-Apr,25-Jul,20-Aug,NA,NA,91,32,0.352,42,2,0.048,29-Sep,R7
2004,4,Nashua,5-Apr,0.0,20-Apr,NA,NA,NA,NA,91,25,0.275,42,2,0.048,3-Oct,failure
2005,4,Nashua,5-Apr,0.0,17-Apr,NA,NA,NA,NA,91,29,0.319,42,2,0.048,8-Oct,failure
2006,4,Nashua,5-Apr,0.0,17-Apr,NA,NA,NA,NA,91,38,0.418,42,2,0.048,12-Oct,failure
2007,4,Nashua,5-Apr,3427.0,29-Apr,17-Jul,14-Aug,NA,NA,91,32,0.352,34,1,0.029,15-Sep,R7
2008,4,Nashua,5-Apr,2667.5,5-May,26-Jul,22-Aug,NA,NA,91,28,0.308,58,1,0.017,17-Oct,R7
2009,4,Nashua,5-Apr,2228.1,1-May,30-Jul,27-Aug,NA,NA,91,27,0.297,46,2,0.043,10-Oct,R7
2010,4,Nashua,5-Apr,0.0,22-Apr,NA,NA,NA,NA,91,32,0.352,46,2,0.043,3-Oct,failure
2011,4,Nashua,5-Apr,2968.0,8-May,22-Jul,17-Aug,NA,NA,91,27,0.297,31,1,0.032,15-Sep,R7
2012,4,Nashua,5-Apr,1897.2,1-May,16-Jul,12-Aug,NA,NA,91,32,0.352,45,2,0.044,24-Sep,R7
2013,4,Nashua,5-Apr,0.0,7-May,NA,NA,NA,NA,91,36,0.396,45,2,0.044,20-Oct,failure
1980,4,Nashua,10-Apr,0.0,24-Apr,NA,NA,NA,NA,91,33,0.363,0,0,0.000,27-Sep,failure
1981,4,Nashua,10-Apr,0.0,28-Apr,NA,NA,NA,NA,91,29,0.319,0,0,0.000,2-Oct,failure
1982,4,Nashua,10-Apr,2999.0,2-May,23-Jul,19-Aug,NA,NA,91,28,0.308,60,1,0.017,16-Oct,R7
1983,4,Nashua,10-Apr,0.0,6-May,NA,NA,NA,NA,91,24,0.264,60,1,0.017,23-Sep,failure
1984,4,Nashua,10-Apr,2335.7,11-May,24-Jul,19-Aug,NA,NA,91,34,0.374,41,1,0.024,27-Sep,R7
1985,4,Nashua,10-Apr,2121.2,19-Apr,16-Jul,15-Aug,NA,NA,91,30,0.330,49,1,0.020,1-Oct,R7
1986,4,Nashua,10-Apr,2865.3,27-Apr,19-Jul,17-Aug,NA,NA,91,33,0.363,52,1,0.019,6-Oct,R7
1987,4,Nashua,10-Apr,3969.4,21-Apr,11-Jul,9-Aug,NA,NA,91,38,0.418,57,1,0.018,3-Oct,R7
1988,4,Nashua,10-Apr,1266.3,5-May,16-Jul,12-Aug,NA,NA,91,42,0.462,56,2,0.036,5-Oct,R7
1989,4,Nashua,10-Apr,0.0,26-Apr,NA,NA,NA,NA,91,38,0.418,56,2,0.036,23-Sep,failure
1990,4,Nashua,10-Apr,0.0,25-Apr,NA,NA,NA,NA,91,32,0.352,56,2,0.036,10-Oct,failure
1991,4,Nashua,10-Apr,3067.5,10-May,15-Jul,15-Aug,NA,NA,91,36,0.396,37,2,0.054,19-Sep,R7
1992,4,Nashua,10-Apr,0.0,3-May,NA,NA,NA,NA,91,33,0.363,37,2,0.054,30-Sep,failure
1993,4,Nashua,10-Apr,2203.2,6-May,27-Jul,23-Aug,NA,NA,91,38,0.418,42,1,0.024,2-Oct,R7
1994,4,Nashua,10-Apr,0.0,25-Apr,NA,NA,NA,NA,91,23,0.253,42,1,0.024,10-Oct,failure
1995,4,Nashua,10-Apr,3134.9,12-May,26-Jul,19-Aug,NA,NA,91,40,0.440,36,2,0.056,22-Sep,R7
1996,4,Nashua,10-Apr,2292.2,6-May,27-Jul,24-Aug,NA,NA,91,33,0.363,43,1,0.023,4-Oct,R7
1997,4,Nashua,10-Apr,0.0,7-May,NA,NA,NA,NA,91,36,0.396,43,1,0.023,14-Oct,failure
1998,4,Nashua,10-Apr,4275.3,29-Apr,18-Jul,17-Aug,NA,NA,91,21,0.231,60,1,0.017,14-Oct,R7
1999,4,Nashua,10-Apr,3130.0,4-May,22-Jul,18-Aug,NA,NA,91,26,0.286,48,1,0.021,4-Oct,R7
2000,4,Nashua,10-Apr,3123.1,30-Apr,22-Jul,19-Aug,NA,NA,91,29,0.319,51,2,0.039,7-Oct,R7
2001,4,Nashua,10-Apr,3244.9,27-Apr,21-Jul,15-Aug,NA,NA,91,18,0.198,54,2,0.037,6-Oct,R7
2002,4,Nashua,10-Apr,0.0,18-Apr,NA,NA,NA,NA,91,42,0.462,54,2,0.037,24-Sep,failure
2003,4,Nashua,10-Apr,2184.9,25-Apr,25-Jul,20-Aug,NA,NA,91,32,0.352,42,2,0.048,29-Sep,R7
2004,4,Nashua,10-Apr,0.0,29-Apr,NA,NA,NA,NA,91,25,0.275,42,2,0.048,3-Oct,failure
2005,4,Nashua,10-Apr,0.0,20-Apr,NA,NA,NA,NA,91,29,0.319,42,2,0.048,8-Oct,failure
2006,4,Nashua,10-Apr,0.0,19-Apr,NA,NA,NA,NA,91,38,0.418,42,2,0.048,12-Oct,failure
2007,4,Nashua,10-Apr,3427.0,29-Apr,17-Jul,14-Aug,NA,NA,91,32,0.352,34,1,0.029,15-Sep,R7
2008,4,Nashua,10-Apr,2947.8,7-May,26-Jul,22-Aug,NA,NA,91,28,0.308,58,1,0.017,17-Oct,R7
2009,4,Nashua,10-Apr,2228.1,1-May,30-Jul,27-Aug,NA,NA,91,27,0.297,46,2,0.043,10-Oct,R7
2010,4,Nashua,10-Apr,0.0,23-Apr,NA,NA,NA,NA,91,32,0.352,46,2,0.043,3-Oct,failure
2011,4,Nashua,10-Apr,2834.7,10-May,23-Jul,18-Aug,NA,NA,91,27,0.297,30,1,0.033,15-Sep,R7
2012,4,Nashua,10-Apr,1861.4,3-May,16-Jul,13-Aug,NA,NA,91,32,0.352,44,2,0.045,24-Sep,R7
2013,4,Nashua,10-Apr,0.0,8-May,NA,NA,NA,NA,91,36,0.396,44,2,0.045,20-Oct,failure
1980,4,Nashua,15-Apr,0.0,24-Apr,NA,NA,NA,NA,91,33,0.363,0,0,0.000,27-Sep,failure
1981,4,Nashua,15-Apr,0.0,30-Apr,NA,NA,NA,NA,91,29,0.319,0,0,0.000,2-Oct,failure
1982,4,Nashua,15-Apr,2921.6,3-May,24-Jul,20-Aug,NA,NA,91,28,0.308,59,1,0.017,16-Oct,R7
1983,4,Nashua,15-Apr,0.0,6-May,NA,NA,NA,NA,91,24,0.264,59,1,0.017,23-Sep,failure
1984,4,Nashua,15-Apr,2312.4,12-May,25-Jul,19-Aug,NA,NA,91,34,0.374,41,1,0.024,27-Sep,R7
1985,4,Nashua,15-Apr,2100.3,20-Apr,18-Jul,17-Aug,NA,NA,91,30,0.330,47,1,0.021,1-Oct,R7
1986,4,Nashua,15-Apr,2859.3,28-Apr,19-Jul,17-Aug,NA,NA,91,33,0.363,52,1,0.019,6-Oct,R7
1987,4,Nashua,15-Apr,3997.3,24-Apr,12-Jul,9-Aug,NA,NA,91,38,0.418,57,1,0.018,3-Oct,R7
1988,4,Nashua,15-Apr,1248.8,6-May,16-Jul,13-Aug,NA,NA,91,42,0.462,55,2,0.036,5-Oct,R7
1989,4,Nashua,15-Apr,0.0,27-Apr,NA,NA,NA,NA,91,38,0.418,55,2,0.036,23-Sep,failure
1990,4,Nashua,15-Apr,0.0,26-Apr,NA,NA,NA,NA,91,32,0.352,55,2,0.036,10-Oct,failure
1991,4,Nashua,15-Apr,3063.2,10-May,15-Jul,15-Aug,NA,NA,91,36,0.396,37,2,0.054,19-Sep,R7
1992,4,Nashua,15-Apr,0.0,3-May,NA,NA,NA,NA,91,33,0.363,37,2,0.054,30-Sep,failure
1993,4,Nashua,15-Apr,2203.2,6-May,27-Jul,23-Aug,NA,NA,91,38,0.418,42,1,0.024,2-Oct,R7
1994,4,Nashua,15-Apr,0.0,25-Apr,NA,NA,NA,NA,91,23,0.253,42,1,0.024,10-Oct,failure
1995,4,Nashua,15-Apr,3153.0,13-May,26-Jul,19-Aug,NA,NA,91,40,0.440,36,2,0.056,22-Sep,R7
1996,4,Nashua,15-Apr,2379.0,12-May,28-Jul,24-Aug,NA,NA,91,33,0.363,43,1,0.023,4-Oct,R7
1997,4,Nashua,15-Apr,0.0,7-May,NA,NA,NA,NA,91,36,0.396,43,1,0.023,14-Oct,failure
1998,4,Nashua,15-Apr,4263.0,3-May,19-Jul,17-Aug,NA,NA,91,21,0.231,60,1,0.017,14-Oct,R7
1999,4,Nashua,15-Apr,3065.5,4-May,22-Jul,19-Aug,NA,NA,91,26,0.286,47,1,0.021,4-Oct,R7
2000,4,Nashua,15-Apr,3274.8,2-May,23-Jul,19-Aug,NA,NA,91,29,0.319,51,2,0.039,7-Oct,R7
2001,4,Nashua,15-Apr,3206.9,28-Apr,21-Jul,16-Aug,NA,NA,91,18,0.198,53,2,0.038,6-Oct,R7
2002,4,Nashua,15-Apr,0.0,30-Apr,NA,NA,NA,NA,91,42,0.462,53,2,0.038,24-Sep,failure
2003,4,Nashua,15-Apr,2150.6,3-May,26-Jul,21-Aug,NA,NA,91,32,0.352,41,2,0.049,29-Sep,R7
2004,4,Nashua,15-Apr,0.0,29-Apr,NA,NA,NA,NA,91,25,0.275,41,2,0.049,3-Oct,failure
2005,4,Nashua,15-Apr,3829.3,6-May,21-Jul,18-Aug,NA,NA,91,29,0.319,53,2,0.038,8-Oct,R7
2006,4,Nashua,15-Apr,0.0,2-May,NA,NA,NA,NA,91,38,0.418,53,2,0.038,12-Oct,failure
2007,4,Nashua,15-Apr,3427.0,29-Apr,17-Jul,14-Aug,NA,NA,91,32,0.352,34,1,0.029,15-Sep,R7
2008,4,Nashua,15-Apr,2947.8,7-May,26-Jul,22-Aug,NA,NA,91,28,0.308,58,1,0.017,17-Oct,R7
2009,4,Nashua,15-Apr,2381.6,3-May,30-Jul,27-Aug,NA,NA,91,27,0.297,46,2,0.043,10-Oct,R7
2010,4,Nashua,15-Apr,0.0,1-May,NA,NA,NA,NA,91,32,0.352,46,2,0.043,3-Oct,failure
2011,4,Nashua,15-Apr,2699.9,11-May,24-Jul,19-Aug,NA,NA,91,27,0.297,29,1,0.034,15-Sep,R7
2012,4,Nashua,15-Apr,1860.2,4-May,16-Jul,13-Aug,NA,NA,91,32,0.352,44,2,0.045,24-Sep,R7
2013,4,Nashua,15-Apr,0.0,8-May,NA,NA,NA,NA,91,36,0.396,44,2,0.045,20-Oct,failure
1980,4,Nashua,20-Apr,0.0,30-Apr,NA,NA,NA,NA,91,33,0.363,0,0,0.000,27-Sep,failure
1981,4,Nashua,20-Apr,0.0,3-May,NA,NA,NA,NA,91,29,0.319,0,0,0.000,2-Oct,failure
1982,4,Nashua,20-Apr,2920.4,4-May,24-Jul,20-Aug,NA,NA,91,28,0.308,59,1,0.017,16-Oct,R7
1983,4,Nashua,20-Apr,0.0,7-May,NA,NA,NA,NA,91,24,0.264,59,1,0.017,23-Sep,failure
1984,4,Nashua,20-Apr,2305.5,13-May,25-Jul,19-Aug,NA,NA,91,34,0.374,41,1,0.024,27-Sep,R7
1985,4,Nashua,20-Apr,2093.8,30-Apr,21-Jul,20-Aug,NA,NA,91,30,0.330,44,1,0.023,1-Oct,R7
1986,4,Nashua,20-Apr,2853.5,30-Apr,19-Jul,17-Aug,NA,NA,91,33,0.363,52,1,0.019,6-Oct,R7
1987,4,Nashua,20-Apr,3959.4,1-May,14-Jul,10-Aug,NA,NA,91,38,0.418,56,1,0.018,3-Oct,R7
1988,4,Nashua,20-Apr,1270.2,7-May,16-Jul,13-Aug,NA,NA,91,42,0.462,55,2,0.036,5-Oct,R7
1989,4,Nashua,20-Apr,0.0,7-May,NA,NA,NA,NA,91,38,0.418,55,2,0.036,23-Sep,failure
1990,4,Nashua,20-Apr,0.0,26-Apr,NA,NA,NA,NA,91,32,0.352,55,2,0.036,10-Oct,failure
1991,4,Nashua,20-Apr,3055.6,11-May,16-Jul,15-Aug,NA,NA,91,36,0.396,37,2,0.054,19-Sep,R7
1992,4,Nashua,20-Apr,0.0,6-May,NA,NA,NA,NA,91,33,0.363,37,2,0.054,30-Sep,failure
1993,4,Nashua,20-Apr,2149.0,7-May,27-Jul,24-Aug,NA,NA,91,38,0.418,41,1,0.024,2-Oct,R7
1994,4,Nashua,20-Apr,3317.5,5-May,21-Jul,23-Aug,NA,NA,91,23,0.253,50,2,0.040,10-Oct,R7
1995,4,Nashua,20-Apr,3134.9,14-May,27-Jul,19-Aug,NA,NA,91,40,0.440,36,2,0.056,22-Sep,R7
1996,4,Nashua,20-Apr,2716.9,18-May,29-Jul,25-Aug,NA,NA,91,33,0.363,42,1,0.024,4-Oct,R7
1997,4,Nashua,20-Apr,0.0,10-May,NA,NA,NA,NA,91,36,0.396,42,1,0.024,14-Oct,failure
1998,4,Nashua,20-Apr,4174.3,4-May,20-Jul,18-Aug,NA,NA,91,21,0.231,59,1,0.017,14-Oct,R7
1999,4,Nashua,20-Apr,3057.3,5-May,22-Jul,19-Aug,NA,NA,91,26,0.286,47,1,0.021,4-Oct,R7
2000,4,Nashua,20-Apr,3222.3,3-May,24-Jul,20-Aug,NA,NA,91,29,0.319,50,2,0.040,7-Oct,R7
2001,4,Nashua,20-Apr,3218.0,29-Apr,21-Jul,16-Aug,NA,NA,91,18,0.198,53,2,0.038,6-Oct,R7
2002,4,Nashua,20-Apr,0.0,9-May,NA,NA,NA,NA,91,42,0.462,53,2,0.038,24-Sep,failure
2003,4,Nashua,20-Apr,2148.3,7-May,26-Jul,21-Aug,NA,NA,91,32,0.352,41,2,0.049,29-Sep,R7
2004,4,Nashua,20-Apr,2975.3,8-May,27-Jul,28-Aug,NA,NA,91,25,0.275,38,1,0.026,3-Oct,R7
2005,4,Nashua,20-Apr,3722.7,10-May,22-Jul,19-Aug,NA,NA,91,29,0.319,52,2,0.038,8-Oct,R7
2006,4,Nashua,20-Apr,3153.5,8-May,22-Jul,17-Aug,NA,NA,91,38,0.418,58,2,0.034,12-Oct,R7
2007,4,Nashua,20-Apr,3308.8,1-May,18-Jul,15-Aug,NA,NA,91,32,0.352,33,1,0.030,15-Sep,R7
2008,4,Nashua,20-Apr,2921.4,8-May,27-Jul,22-Aug,NA,NA,91,28,0.308,58,1,0.017,17-Oct,R7
2009,4,Nashua,20-Apr,2474.7,6-May,31-Jul,27-Aug,NA,NA,91,27,0.297,46,2,0.043,10-Oct,R7
2010,4,Nashua,20-Apr,0.0,4-May,NA,NA,NA,NA,91,32,0.352,46,2,0.043,3-Oct,failure
2011,4,Nashua,20-Apr,2699.9,11-May,24-Jul,19-Aug,NA,NA,91,27,0.297,29,1,0.034,15-Sep,R7
2012,4,Nashua,20-Apr,1827.8,5-May,17-Jul,14-Aug,NA,NA,91,32,0.352,43,2,0.047,24-Sep,R7
2013,4,Nashua,20-Apr,0.0,8-May,NA,NA,NA,NA,91,36,0.396,43,2,0.047,20-Oct,failure
1980,4,Nashua,25-Apr,0.0,5-May,NA,NA,NA,NA,91,33,0.363,0,0,0.000,27-Sep,failure
1981,4,Nashua,25-Apr,0.0,4-May,NA,NA,NA,NA,91,29,0.319,0,0,0.000,2-Oct,failure
1982,4,Nashua,25-Apr,2906.2,6-May,25-Jul,20-Aug,NA,NA,91,28,0.308,59,1,0.017,16-Oct,R7
1983,4,Nashua,25-Apr,2416.0,11-May,25-Jul,19-Aug,NA,NA,91,24,0.264,37,1,0.027,23-Sep,R7
1984,4,Nashua,25-Apr,2303.6,14-May,25-Jul,19-Aug,NA,NA,91,34,0.374,41,1,0.024,27-Sep,R7
1985,4,Nashua,25-Apr,2093.1,5-May,23-Jul,22-Aug,NA,NA,91,30,0.330,42,1,0.024,1-Oct,R7
1986,4,Nashua,25-Apr,3003.8,5-May,20-Jul,18-Aug,NA,NA,91,33,0.363,51,1,0.020,6-Oct,R7
1987,4,Nashua,25-Apr,3890.2,4-May,15-Jul,11-Aug,NA,NA,91,38,0.418,55,1,0.018,3-Oct,R7
1988,4,Nashua,25-Apr,1270.4,7-May,17-Jul,13-Aug,NA,NA,91,42,0.462,55,2,0.036,5-Oct,R7
1989,4,Nashua,25-Apr,1104.4,14-May,24-Jul,20-Aug,NA,NA,91,38,0.418,36,2,0.056,23-Sep,R7
1990,4,Nashua,25-Apr,3027.2,8-May,26-Jul,23-Aug,NA,NA,91,32,0.352,50,2,0.040,10-Oct,R7
1991,4,Nashua,25-Apr,2980.6,11-May,16-Jul,16-Aug,NA,NA,91,36,0.396,36,2,0.056,19-Sep,R7
1992,4,Nashua,25-Apr,1785.5,8-May,29-Jul,31-Aug,NA,NA,91,33,0.363,32,1,0.031,30-Sep,R7
1993,4,Nashua,25-Apr,2123.9,8-May,28-Jul,24-Aug,NA,NA,91,38,0.418,41,1,0.024,2-Oct,R7
1994,4,Nashua,25-Apr,3448.2,12-May,23-Jul,25-Aug,NA,NA,91,23,0.253,48,2,0.042,10-Oct,R7
1995,4,Nashua,25-Apr,3122.2,15-May,27-Jul,19-Aug,NA,NA,91,40,0.440,36,2,0.056,22-Sep,R7
1996,4,Nashua,25-Apr,2715.3,18-May,29-Jul,25-Aug,NA,NA,91,33,0.363,42,1,0.024,4-Oct,R7
1997,4,Nashua,25-Apr,0.0,12-May,NA,NA,NA,NA,91,36,0.396,42,1,0.024,14-Oct,failure
1998,4,Nashua,25-Apr,4135.7,7-May,21-Jul,18-Aug,NA,NA,91,21,0.231,59,1,0.017,14-Oct,R7
1999,4,Nashua,25-Apr,3048.8,6-May,23-Jul,19-Aug,NA,NA,91,26,0.286,47,1,0.021,4-Oct,R7
2000,4,Nashua,25-Apr,3177.4,5-May,24-Jul,20-Aug,NA,NA,91,29,0.319,50,2,0.040,7-Oct,R7
2001,4,Nashua,25-Apr,3163.6,2-May,22-Jul,18-Aug,NA,NA,91,18,0.198,51,2,0.039,6-Oct,R7
2002,4,Nashua,25-Apr,0.0,13-May,NA,NA,NA,NA,91,42,0.462,51,2,0.039,24-Sep,failure
2003,4,Nashua,25-Apr,2146.2,10-May,27-Jul,21-Aug,NA,NA,91,32,0.352,41,2,0.049,29-Sep,R7
2004,4,Nashua,25-Apr,2970.4,9-May,27-Jul,28-Aug,NA,NA,91,25,0.275,38,1,0.026,3-Oct,R7
2005,4,Nashua,25-Apr,3709.6,11-May,23-Jul,19-Aug,NA,NA,91,29,0.319,52,2,0.038,8-Oct,R7
2006,4,Nashua,25-Apr,3067.1,11-May,23-Jul,18-Aug,NA,NA,91,38,0.418,57,2,0.035,12-Oct,R7
2007,4,Nashua,25-Apr,3203.2,5-May,19-Jul,16-Aug,NA,NA,91,32,0.352,32,1,0.031,15-Sep,R7
2008,4,Nashua,25-Apr,3117.2,15-May,28-Jul,23-Aug,NA,NA,91,28,0.308,57,1,0.018,17-Oct,R7
2009,4,Nashua,25-Apr,2594.1,12-May,1-Aug,28-Aug,NA,NA,91,27,0.297,45,2,0.044,10-Oct,R7
2010,4,Nashua,25-Apr,3866.2,15-May,22-Jul,16-Aug,NA,NA,91,32,0.352,50,2,0.040,3-Oct,R7
2011,4,Nashua,25-Apr,2662.8,12-May,24-Jul,19-Aug,NA,NA,91,27,0.297,29,1,0.034,15-Sep,R7
2012,4,Nashua,25-Apr,1797.4,6-May,18-Jul,15-Aug,NA,NA,91,32,0.352,42,2,0.048,24-Sep,R7
